Run, Good, Bad, LDelivered, LRecorded, LAr Corrected, Prescale Corrected, Live Fraction, LAr Fraction, Prescale Fraction
281317, 135, 0, 25.557600, 24.367890, 24.362880, 24.131310, 95.34, 99.98, 100.96
281385, 573, 0, 98.118328, 93.261948, 93.257128, 93.257128, 95.05, 99.99, 100.00
281411, 830, 0, 157.170853, 146.762057, 146.741527, 146.741527, 93.38, 99.99, 100.00
Total, 1538, 0, 280.847000, 264.392000, 264.362000, 264.130000, 94.14, 99.99, 100.09
